Time step	Amplitude - target	Amplitude - trained data
127	1.2752312206874	1.27523122068991
128	1.30920797964823	1.30920797964704
129	1.33287044400972	1.33287044400803
130	1.3451373419123	1.34513734191163
131	1.34661165413937	1.34661165414267
132	1.3393606078236	1.33936060782643
133	1.32659622425036	1.32659622425221
134	1.31277983376111	1.31277983376644
135	1.30388710533977	1.30388710534252
136	1.30693233927879	1.30693233927745
137	1.32751323132932	1.32751323132997
138	1.36475089562792	1.36475089562695
139	1.40423836929709	1.40423836929612
140	1.41942341506827	1.4194234150671
141	1.39443757003475	1.39443757003759
142	1.33558691037737	1.3355869103746
143	1.25688153297366	1.25688153297373
144	1.16943063245666	1.16943063245302
145	1.08015308059935	1.08015308060025
146	0.993088925315309	0.993088925314206
147	0.910571178450535	0.910571178448928
148	0.833926451534658	0.833926451533481
149	0.763855987354735	0.763855987354456
150	0.700667569011832	0.700667569013186
151	0.64442505409949	0.644425054098784
152	0.594988794281216	0.594988794280008
153	0.55189695721332	0.551896957215641
154	0.514088195722525	0.514088195721153
155	0.479720151946014	0.479720151943449
156	0.446665995038988	0.446665995037885
157	0.413757014762758	0.413757014759464
158	0.38155538931106	0.381555389305883
159	0.351749745917887	0.351749745917383
160	0.326327262555588	0.326327262555575
161	0.307857587589244	0.307857587586606
162	0.300700019950184	0.300700019945149
163	0.312518912701159	0.312518912697707
164	0.354201377098515	0.354201377099154
165	0.433390499689401	0.433390499687258
166	0.542848862079602	0.542848862074644
167	0.66181881418801	0.661818814182917
168	0.771716447863844	0.771716447863506
169	0.863682349403422	0.86368234939952
170	0.935970792855417	0.935970792853974
171	0.990094223688738	0.990094223686393
172	1.02860836183544	1.02860836183508
173	1.05406276789421	1.05406276789703
174	1.06848984225647	1.06848984225875
175	1.07326325154443	1.07326325154535
176	1.069357170643	1.06935717064361
177	1.05780250353843	1.05780250353636
178	1.03995650248842	1.03995650248593
179	1.01754127141518	1.01754127141911
180	0.992750805481826	0.992750805484585
181	0.968650161965092	0.968650161964926
182	0.949914006014175	0.949914006014334
183	0.943469509470307	0.943469509468552
184	0.957438531793125	0.957438531788322
185	0.997030958437499	0.997030958438282
186	1.05951431310297	1.05951431310295
187	1.12997204419267	1.12997204419234
188	1.18452367069043	1.18452367069043
189	1.20831953829885	1.2083195382991
190	1.20361110603125	1.20361110602725
191	1.18002063620072	1.18002063619614
192	1.14657933904911	1.14657933904963
193	1.10992579413078	1.10992579413054
194	1.0748365205545	1.07483652055684
195	1.04497286668423	1.04497286668474
196	1.02330840778253	1.02330840778272
197	1.01221681621061	1.01221681620863
198	1.0132643387347	1.01326433873173
199	1.02671821552635	1.02671821552671
200	1.05089729823613	1.05089729823571
201	1.08168473596612	1.08168473596633
202	1.11238137708451	1.11238137708464
203	1.13344962660954	1.13344962660862
204	1.13271879259791	1.13271879260132
205	1.10149524462668	1.10149524462808
206	1.04523439060811	1.04523439060976
207	0.978688760727456	0.978688760727019
208	0.913324969115206	0.913324969113811
209	0.855516418863057	0.855516418861763
210	0.809072294384232	0.809072294383024
211	0.776678825586566	0.776678825585615
212	0.760037399180828	0.760037399180002
213	0.759252298161736	0.759252298162929
214	0.772163917914161	0.772163917912659
215	0.794340553674648	0.794340553671228
216	0.81984793458903	0.819847934584042
217	0.842277769998464	0.842277769995727
218	0.855753340676872	0.855753340677476
219	0.856215988239328	0.856215988239038
220	0.842879216656774	0.842879216656267
221	0.818704925161602	0.818704925162402
222	0.789557546038743	0.789557546037523
223	0.763568080351879	0.763568080348515
224	0.751453084233168	0.751453084233427
225	0.765020172626218	0.765020172625365
226	0.810381575106898	0.810381575107196
227	0.881073538726258	0.881073538726051
228	0.962370170027406	0.962370170027535
229	1.04198185542415	1.04198185542172
230	1.11432652237722	1.11432652237913
231	1.17876320809199	1.1787632080905
232	1.23670908691811	1.2367090869166
233	1.28946180643377	1.2894618064311
234	1.33703270690602	1.33703270690948
235	1.37828755608073	1.37828755607988
236	1.41240447390913	1.41240447390741
237	1.44051727814974	1.44051727814876
238	1.46571919952873	1.46571919953002
239	1.49098993243045	1.49098993242914
240	1.51696020171116	1.51696020171043
241	1.54186859561115	1.54186859561427
242	1.56374652130215	1.56374652130243
243	1.58265544957448	1.58265544957684
244	1.60052710022651	1.60052710022618
245	1.61623344309601	1.61623344309946
246	1.61748273520408	1.6174827352077
247	1.58565891092418	1.58565891092511
248	1.51735887806003	1.51735887805789
249	1.42502116321917	1.42502116321888
250	1.32194760136366	1.32194760136557
251	1.21672860776498	1.21672860776679
252	1.11414725590726	1.11414725590775
253	1.01676474478926	1.01676474478863
254	0.925881470685565	0.925881470682081
255	0.842013754224975	0.842013754223027
256	0.765147821159833	0.765147821159
257	0.694928773804898	0.694928773807343
258	0.630848485566867	0.630848485565631
259	0.57240783875557	0.572407838752762
260	0.519185449270583	0.519185449269154
261	0.470811584170373	0.470811584164986
262	0.426914938729684	0.426914938726933
263	0.387104320789187	0.387104320785776
264	0.351034144803842	0.351034144802308
265	0.318552821645777	0.31855282164444
266	0.289828648000926	0.289828647998016
267	0.265479163278549	0.265479163274828
268	0.246997864820092	0.246997864820779
269	0.237760987507894	0.237760987505946
270	0.244744898925459	0.244744898921946
271	0.279734237190222	0.279734237190079
272	0.354418834858136	0.354418834859226
273	0.465596527162163	0.465596527162726
274	0.591027398174377	0.591027398170846
275	0.708067994158168	0.708067994153831
276	0.805470540377768	0.805470540377352
277	0.88069185979146	0.880691859790128
278	0.935052328781118	0.935052328778548
279	0.971112982168096	0.971112982163769
280	0.991625897494772	0.991625897491341
281	0.999165220144954	0.999165220145225
282	0.996015638937692	0.996015638940018
283	0.984169494669901	0.984169494668814
284	0.965389679489247	0.965389679486444
285	0.941307494747356	0.941307494742697
286	0.913546391819638	0.913546391818765
287	0.883941153608585	0.883941153611014
288	0.854987242230728	0.854987242235021
289	0.830674683759703	0.830674683760359
290	0.817540518203187	0.817540518203979
291	0.824387711576814	0.824387711574256
292	0.858278458101556	0.858278458098463
293	0.91925308580096	0.91925308580043
294	0.997602450366578	0.997602450367859
295	1.07391159092082	1.07391159091871
296	1.12950613079564	1.12950613079696
297	1.15921061142701	1.15921061142312
298	1.16892441009255	1.16892441009217
299	1.16738122051123	1.16738122051064
300	1.16217677341316	1.16217677341505
301	1.15908720510428	1.15908720510269
302	1.16229063083141	1.16229063083237
303	1.17451341870048	1.17451341870109
304	1.19691345391883	1.19691345391952
305	1.22886554373157	1.22886554372853
306	1.26798746618518	1.26798746618332
307	1.31070535321274	1.31070535320854
308	1.35333867600802	1.35333867600597
309	1.39318317964726	1.39318317964948
310	1.42834171263512	1.4283417126367
311	1.45430859232953	1.45430859233401
312	1.45824356342815	1.45824356342613
313	1.42474401987761	1.42474401987583
314	1.35789029883182	1.35789029883339
315	1.27614772121518	1.2761477212155
316	1.1932771008796	1.19327710088309
317	1.1159757067947	1.11597570679445
318	1.04682592603095	1.04682592602857
319	0.986041140671454	0.986041140667832
320	0.932216706737284	0.932216706740102
321	0.882860646081078	0.882860646081819
322	0.835106421706288	0.835106421708398
323	0.786622395864654	0.786622395866099
324	0.736362902363771	0.736362902360762
325	0.68469528871027	0.684695288705863
326	0.632854745705644	0.632854745701972
327	0.582211754533207	0.582211754528581
328	0.53381989791108	0.533819897909135
329	0.48834142760619	0.488341427606239
330	0.446252380984766	0.44625238098187
331	0.408213442859245	0.408213442856815
332	0.375472493397694	0.375472493392218
333	0.350206557808656	0.350206557807193
334	0.336011820784692	0.336011820782611
335	0.338279979125765	0.338279979122755
336	0.363248838592148	0.363248838587803
337	0.414880739093117	0.41488073909026
338	0.491562013144332	0.491562013145919
339	0.586306073956609	0.586306073954157
340	0.690012595200938	0.690012595198747
341	0.794094864312149	0.794094864311584
342	0.891313222641891	0.891313222638397
343	0.976083596040232	0.976083596038089
344	1.04493713488545	1.0449371348855
345	1.09664507046904	1.09664507047072
346	1.13172381345201	1.13172381345115
347	1.1516936737677	1.15169367376169
348	1.15849206777961	1.15849206777697
349	1.15416229802588	1.15416229802649
350	1.14078304038551	1.1407830403853
351	1.12056632569557	1.12056632569446
352	1.09605829587759	1.09605829587421
353	1.07045349511391	1.07045349511172
354	1.04797606605029	1.04797606605102
355	1.03398612889432	1.0339861288949
356	1.03428811575849	1.03428811576081
357	1.05362340238733	1.05362340238643
358	1.09396336141457	1.09396336141303
359	1.15195106663191	1.15195106663195
360	1.21327903342796	1.21327903342766
361	1.25162046722783	1.25162046722975
362	1.24962347498025	1.24962347498266
363	1.21351498720521	1.21351498720291
364	1.15831188115036	1.15831188115252
365	1.09577956387631	1.09577956387629
366	1.03315646783583	1.03315646783339
367	0.974792195840976	0.974792195843558
368	0.923531322867517	0.923531322867158
369	0.881513172979138	0.881513172975057
370	0.850510446523377	0.850510446523723
371	0.831841240498899	0.831841240497889
372	0.825792891721001	0.825792891719667
373	0.830626245405561	0.830626245404157
374	0.841697506547557	0.841697506547727
375	0.8515143677366	0.851514367737801
376	0.851127946233693	0.851127946233684
377	0.833235332149787	0.833235332147334
378	0.796789383490143	0.796789383488696
379	0.748574942763076	0.748574942761972
380	0.698175899366306	0.698175899366826
381	0.653139616319101	0.653139616315949
382	0.619241464955127	0.619241464949747
383	0.602320792825468	0.60232079282063
384	0.608581654492926	0.60858165448648
385	0.642262435672752	0.642262435672175
386	0.701844750393586	0.701844750393472
387	0.779265523518119	0.779265523518726
388	0.86408080596512	0.864080805963719
389	0.948105473793923	0.948105473796469
390	1.02684158567156	1.02684158567062
391	1.09847230912627	1.09847230912446
392	1.16233536988941	1.16233536989243
393	1.21814578100494	1.21814578100502
394	1.26656424832101	1.26656424831757
395	1.31021812936077	1.31021812935937
396	1.35254941746467	1.35254941746352
397	1.39374278992977	1.39374278992777
398	1.42942203953023	1.42942203953184
399	1.45521917575565	1.45521917575392
400	1.47014872261562	1.47014872262074
401	1.47635628182844	1.47635628183074
402	1.47812714929606	1.47812714929845
403	1.48114586294313	1.48114586294472
404	1.49123503707607	1.49123503707919
405	1.51143458289681	1.51143458289702
406	1.53687997180953	1.53687997180854
407	1.55064467576866	1.55064467576839
408	1.53230286000441	1.53230286000489
409	1.47671495524871	1.476714955247
410	1.39446873853064	1.39446873852948
411	1.2988748289886	1.29887482898907
412	1.19946244475727	1.19946244475731
413	1.10169069495943	1.10169069496377
414	1.00820319444787	1.00820319444987
415	0.920089131597172	0.920089131598653
416	0.837875182476795	0.837875182477584
417	0.761938895031272	0.761938895033419
418	0.692452987262392	0.692452987262678
419	0.629337877029996	0.629337877028357
420	0.572310228193115	0.572310228193866
421	0.520923080333371	0.520923080337563
422	0.474570156712386	0.474570156710153
423	0.432517857653993	0.432517857655095
424	0.394063151716723	0.394063151715765
425	0.358792737875766	0.358792737873424
426	0.326733945337872	0.326733945337688
427	0.298307594274214	0.298307594274016
428	0.274370304390051	0.274370304387995
429	0.256683864472529	0.25668386447334
430	0.248971866494452	0.248971866494268
431	0.258521919038323	0.258521919032584
432	0.296835573486921	0.296835573483728
433	0.374115953495518	0.37411595349071
434	0.485729636049906	0.485729636045827
435	0.609820625628539	0.609820625626904
436	0.724816548034464	0.724816548031337
437	0.820131988139865	0.820131988134259
438	0.893559547906364	0.893559547906003
439	0.946610100098877	0.946610100098648
440	0.981940770085745	0.981940770085468
441	1.00230336249605	1.00230336249573
442	1.01017153285646	1.01017153285469
443	1.00765904954023	1.0076590495385
444	0.996587365262611	0.996587365261841
445	0.97861069934445	0.97861069934451
446	0.955326007797662	0.955326007799423
447	0.928385775835664	0.928385775837152
448	0.89971806477613	0.899718064774598
449	0.871989153718432	0.871989153717474
450	0.849420610380208	0.849420610381836
451	0.838686950081994	0.838686950078833
452	0.848340964463681	0.848340964460287
453	0.884828412156957	0.88482841215629
454	0.947457253717467	0.947457253715394
455	1.0252827139562	1.02528271395458
456	1.09768431918194	1.09768431917613
457	1.14683940833633	1.14683940833246
458	1.16957317814015	1.16957317814016
459	1.17284867918627	1.1728486791881
460	1.16550926634636	1.16550926634776
461	1.15492967466137	1.15492967466211
462	1.14667526980158	1.14667526979842
463	1.14484643428377	1.14484643428322
464	1.15226427638987	1.15226427639053
465	1.17035492966514	1.17035492966606
466	1.19887471377893	1.19887471378255
467	1.23578886407053	1.23578886407294
468	1.27764736809344	1.27764736809403
469	1.32052842255487	1.32052842255625
470	1.36101182378521	1.36101182378415
471	1.3957636362705	1.39576363627047
472	1.4179231412027	1.41792314120361
473	1.41315523011965	1.41315523011989
474	1.37025332295923	1.37025332295893
475	1.29896439477367	1.2989643947731
476	1.21750136219997	1.21750136219752
477	1.13760149914029	1.13760149914087
478	1.06481312539277	1.0648131253918
479	1.00129605281241	1.00129605281362
480	0.947157947697681	0.94715794769858
481	0.900926260247441	0.900926260247198
482	0.859885787143389	0.859885787142768
483	0.820680911373727	0.82068091137243
484	0.780251865073503	0.780251865073334
485	0.736806684353095	0.736806684353079
486	0.690265416222167	0.69026541622433
487	0.641861540283001	0.641861540284064
488	0.593280617678086	0.593280617679776
489	0.545992562302763	0.545992562301118
490	0.501065283693725	0.501065283692734
491	0.459386393571552	0.459386393571587
492	0.422127713916056	0.422127713916363
493	0.391269827780488	0.391269827780017
494	0.370088777485139	0.370088777483526
495	0.363684230487636	0.363684230485811
496	0.378675282703239	0.378675282698433
497	0.420454302402852	0.420454302397426
498	0.488864025130992	0.488864025131571
499	0.577141120883562	0.577141120880962
500	0.675799318338145	0.675799318333967
501	0.776658010010954	0.776658010007774
502	0.873866802432986	0.873866802430067
503	0.963082146958844	0.963082146958224
504	1.04072225238006	1.04072225237841
505	1.10407716354726	1.10407716354352
506	1.1517889351975	1.15178893519741
507	1.18393527474233	1.18393527474181
508	1.20163936452953	1.2016393645279
509	1.20658574121851	1.20658574121902
510	1.20071370591494	1.20071370591703
511	1.18615056998559	1.18615056998741
512	1.16534268871994	1.16534268871809
513	1.14132503993731	1.14132503993805
514	1.11810899314828	1.11810899314632
515	1.10095974063679	1.10095974063692
516	1.0959546611262	1.09595466112459
517	1.10845621529465	1.10845621529396
518	1.14116012111474	1.14116012111462
519	1.19189953404681	1.19189953404706
520	1.24925199639764	1.24925199640033
521	1.28925582139029	1.28925582139099
522	1.28990838123366	1.28990838123267
523	1.25178823847571	1.25178823847413
524	1.18985314280205	1.18985314280125
525	1.11779407587408	1.11779407587395
526	1.04413833146339	1.04413833145967
527	0.973684241804409	0.973684241806306
528	0.9091925341049	0.909192534105652
529	0.852439496440846	0.852439496437493
530	0.804772805764514	0.804772805764325
531	0.767305998444548	0.767305998444082
532	0.740737611896593	0.740737611896558
533	0.724690075736178	0.724690075735717
534	0.716671358389361	0.71667135838724
535	0.711427354116884	0.711427354116305
536	0.701862498063709	0.701862498063102
537	0.681890977336654	0.681890977334471
538	0.649895501374607	0.649895501372649
539	0.609747790462923	0.609747790464363
540	0.56789018003498	0.56789018003523
541	0.530137163767537	0.530137163763394
542	0.501554969575983	0.501554969572945
543	0.488079975548884	0.48807997554699
544	0.497411453771875	0.497411453771102
545	0.536904830924534	0.536904830921836
546	0.607574012534342	0.607574012532988
547	0.700140740510519	0.700140740510884
548	0.800172747571765	0.800172747568846
549	0.896263248766697	0.896263248766596
550	0.982878511888295	0.982878511886876
551	1.0589366447834	1.05893664478371
552	1.12559838749006	1.12559838749238
553	1.1845435901642	1.18454359016168
554	1.23685649425085	1.23685649425014
555	1.28249667799785	1.28249667799723
556	1.32021083092705	1.32021083092699
557	1.34797894194447	1.34797894194507
558	1.36427627163249	1.36427627163065
559	1.36920478147245	1.36920478147185
560	1.36452874650725	1.36452874650585
561	1.35330692306501	1.35330692306187
562	1.33987931923176	1.33987931923279
563	1.33010029779805	1.33010029779579
564	1.33098332469986	1.33098332470062
565	1.34848806155361	1.34848806155132
566	1.38269323258642	1.38269323258991
567	1.42074987308929	1.42074987308846
568	1.43668065593453	1.43668065593674
569	1.41277416853082	1.41277416853135
570	1.35380935962319	1.35380935962648
571	1.27381339218595	1.27381339218827
572	1.18440493363363	1.18440493363145
573	1.09291408691759	1.09291408691414
574	1.00360202254594	1.0036020225455
575	0.918879090296532	0.918879090297006
576	0.840073551544397	0.840073551545894
577	0.767859264515993	0.767859264517066
578	0.702503812426724	0.702503812425486
579	0.644027628141614	0.644027628138284
580	0.59226990780034	0.592269907799656
581	0.546821265544458	0.546821265546706
582	0.506810595776196	0.506810595777134
583	0.470717880038467	0.470717880038629
584	0.436685984298781	0.436685984298075
585	0.403515317039231	0.403515317039288
586	0.371445592514472	0.371445592509
587	0.34181053858463	0.34181053858371
588	0.316329960782295	0.316329960782961
589	0.297301578928025	0.29730157892656
590	0.288717843659115	0.288717843658484
591	0.297853259121601	0.297853259120453
592	0.3357108646854	0.335710864684567
593	0.411428323202272	0.411428323200918
594	0.51980310444339	0.519803104441659
595	0.640135953422853	0.640135953424912
596	0.752387430513177	0.752387430514469
597	0.846574845554383	0.846574845554225
598	0.92049102184966	0.920491021846411
599	0.975532850885552	0.975532850884557
600	1.01427763912828	1.0142776391256
601	1.03937569819164	1.03937569818872
602	1.05303908786651	1.05303908786417
603	1.05687227384829	1.05687227384719
604	1.0520494463267	1.05204944632468
605	1.03970009658728	1.03970009658591
606	1.02118039627928	1.02118039627889
607	0.998143855128969	0.998143855127675
608	0.972654363141842	0.972654363142548
609	0.947568024616126	0.947568024618059
610	0.927274025402734	0.92727402540144
611	0.918472431555914	0.918472431556021
612	0.929464403888065	0.929464403890999
613	0.966235234437513	0.966235234437628
614	1.02736736660245	1.02736736660271
615	1.09998533634289	1.09998533634374
616	1.16117050105673	1.1611705010594
617	1.19391441292257	1.19391441292036
618	1.19796260916219	1.19796260916568
619	1.18207185191537	1.18207185191458
620	1.15538388055421	1.1553838805551
621	1.12488253619565	1.12488253619498
622	1.09565513411633	1.09565513411421
623	1.07158841856827	1.07158841856566
624	1.05579237615727	1.05579237615556
625	1.05066493704926	1.05066493704889
626	1.05764917029471	1.05764917029641
627	1.0767553299122	1.07675532991065
628	1.10605268426441	1.10605268426256
629	1.14147692585809	1.14147692585656
630	1.1770114919014	1.17701149190024
631	1.20440288013267	1.20440288012996
632	1.21200029816588	1.2120002981649
633	1.18818295876738	1.18818295876603
634	1.13419559350536	1.13419559350568
635	1.06495933107893	1.0649593310773
636	0.994183653640925	0.994183653641395
637	0.929552310424664	0.929552310425644
638	0.87518613874487	0.875186138743667
639	0.833525223620498	0.833525223621601
640	0.805805809411859	0.805805809411405
641	0.791767810620377	0.791767810620323
642	0.789227496411598	0.789227496411778
643	0.794063982255226	0.794063982255276
644	0.800804513663978	0.80080451366238
645	0.80362736030411	0.803627360302281
646	0.79765356770081	0.797653567698527
647	0.780376219203493	0.780376219201836
648	0.7524524867935	0.752452486792473
649	0.717087127051323	0.717087127051892
650	0.678728888408516	0.678728888408424
651	0.642585642096777	0.64258564209653
652	0.615409557632952	0.615409557631248
653	0.606344475707036	0.606344475705593
654	0.625290887991132	0.625290887988891
655	0.676817142998463	0.676817143000373
656	0.754190140246847	0.754190140246047
657	0.8433361356985	0.843336135695646
658	0.932314593066634	0.932314593063703
659	1.01513357156219	1.01513357155867
660	1.09019192012951	1.09019192012878
661	1.15778090995876	1.15778090995608
662	1.2185266339914	1.2185266339914
663	1.27297353230662	1.27297353230646
664	1.32184393697075	1.32184393697234
665	1.36607964121492	1.36607964121439
666	1.40607519090281	1.40607519090171
667	1.44082726490885	1.44082726490846
668	1.46830639756195	1.46830639756244
669	1.48686864281336	1.48686864281243
670	1.49645340969466	1.49645340969009
671	1.49917641293222	1.49917641292954
672	1.49958267852452	1.49958267852893
673	1.50418182319763	1.50418182319894
674	1.51880670549108	1.5188067054908
675	1.5424129650314	1.54241296503168
676	1.5599352679208	1.55993526792126
677	1.54779930018984	1.54779930018916
678	1.49649519953412	1.49649519953486
679	1.41559420823658	1.41559420823959
680	1.31919210325515	1.31919210325354
681	1.21767186779865	1.21767186779929
682	1.11716765689723	1.11716765689793
683	1.02092414981645	1.02092414981602
684	0.930490717908752	0.930490717909871
685	0.846511501472984	0.846511501471051
686	0.769181922788133	0.769181922788713
687	0.698462188382124	0.698462188379418
688	0.634162827954644	0.634162827952461
689	0.57598659252335	0.575986592520432
690	0.523544242444608	0.523544242443715
691	0.476333759998596	0.476333759998207
692	0.433706564532806	0.433706564531614
693	0.39493022043561	0.39493022043329
694	0.359442993897253	0.359442993897839
695	0.327121272690357	0.327121272685796
696	0.298292594017384	0.298292594017577
697	0.273702085653406	0.273702085651659
698	0.254881756840115	0.254881756840329
699	0.245134089400303	0.245134089397008
700	0.251190765566323	0.251190765565563
701	0.284436963724471	0.284436963718841
702	0.356572765304186	0.356572765302227
703	0.465565352362633	0.465565352360651
704	0.590204186590484	0.590204186588418
705	0.707502137234942	0.707502137235375
706	0.805537396419852	0.805537396420429
707	0.881466649937972	0.881466649934206
708	0.936596836484177	0.936596836485288
709	0.973570575723863	0.973570575726209
710	0.995207514669751	0.995207514667565
711	1.00408149791022	1.00408149791182
712	1.00239451322187	1.00239451322185
713	0.992011766843422	0.992011766841453
714	0.974589474034755	0.974589474034739
715	0.951703155242382	0.951703155245506
716	0.92495815933765	0.924958159335839
717	0.896182690446868	0.896182690446532
718	0.867847883733028	0.86784788373033
719	0.843860708247657	0.843860708248295
720	0.830583570252011	0.830583570252922
721	0.836664702336079	0.836664702338263
722	0.869320007312431	0.869320007311709
723	0.928999114064556	0.928999114066338
724	1.00628941756921	1.0062894175674
725	1.08172610900302	1.08172610900219
726	1.13630920352201	1.13630920352265
727	1.16464822099291	1.16464822099196
728	1.17259954867015	1.17259954867022
729	1.16887675769348	1.1688767576898
730	1.16103516241635	1.16103516241405
731	1.15483098550749	1.15483098550707
732	1.15450200367451	1.15450200367403
733	1.16296126688223	1.16296126688102
734	1.1817008183338	1.18170081833345
735	1.21053909161202	1.21053909161109
736	1.24751861183306	1.24751861183249
737	1.28928492716313	1.28928492716345
738	1.33202843501069	1.33202843501003
739	1.37254154509317	1.37254154509336
740	1.40813782171854	1.40813782171794
741	1.43346441583728	1.43346441583825
742	1.43541044060348	1.43541044060297
743	1.39979957666063	1.39979957666245
744	1.33208695488421	1.33208695488319
745	1.25065892841456	1.25065892841148
746	1.16879674538686	1.16879674538499
747	1.0929550624171	1.09295506241737
748	1.02569882936966	1.02569882937181
749	0.967350768012437	0.967350768014777
750	0.916636309509528	0.916636309507377
751	0.871090481226664	0.871090481224238
752	0.827657830453008	0.827657830450827
753	0.783574408216521	0.783574408219048
754	0.73725226425145	0.737252264250893
755	0.688653317332198	0.688653317330174
756	0.63890152631606	0.63890152631374
757	0.589501993045166	0.589501993042214
758	0.541743577274022	0.541743577275194
759	0.496523565946848	0.496523565944054
760	0.454530093982303	0.454530093977647
761	0.416645203641973	0.416645203641603
762	0.384411997664824	0.384411997663089
763	0.360455965831241	0.360455965828502
764	0.349023737224902	0.349023737223244
765	0.356182401126963	0.356182401123571
766	0.388190547855709	0.388190547853507
767	0.447579055492104	0.447579055489579
768	0.530311352752867	0.530311352750724
769	0.627700712600819	0.627700712600282
770	0.730607303512431	0.730607303506682
771	0.831636918950048	0.831636918950986
772	0.925101650524423	0.9251016505256
773	1.00658626954154	1.00658626954172
774	1.07307880133546	1.07307880133093
775	1.12326522799189	1.12326522798939
