Time step	Amplitude - ground truth	Amplitude - prediction
578	0.767859264515993	0.702009809227813
579	0.702503812426724	0.64399453309242
580	0.644027628141614	0.592507762469305
581	0.59226990780034	0.547199427162506
582	0.546821265544458	0.507255410723511
583	0.506810595776196	0.471221780939496
584	0.470717880038467	0.437303858272836
585	0.436685984298781	0.404185601460237
586	0.403515317039231	0.372059679604869
587	0.371445592514472	0.342265800209626
588	0.34181053858463	0.316660393409203
589	0.316329960782295	0.297552711358018
590	0.297301578928025	0.288931107686873
591	0.288717843659115	0.298071675999874
592	0.297853259121601	0.33593960533066
593	0.3357108646854	0.411708628798957
594	0.411428323202272	0.520221273737017
595	0.51980310444339	0.640800966879434
596	0.640135953422853	0.75299388293926
597	0.752387430513177	0.847266027730976
598	0.846574845554383	0.921140238530862
599	0.92049102184966	0.976266972822069
600	0.975532850885552	1.01531581243629
601	1.01427763912828	1.04053311125453
602	1.03937569819164	1.05407643316566
603	1.05303908786651	1.05768366889155
604	1.05687227384829	1.05256025783459
605	1.0520494463267	1.04006098304311
606	1.03970009658728	1.0216994405669
607	1.02118039627928	0.998725960712856
608	0.998143855128969	0.973180894227463
609	0.972654363141842	0.947915967891769
610	0.947568024616126	0.927523814377347
611	0.927274025402734	0.918712555865151
612	0.918472431555914	0.930046296632364
613	0.929464403888065	0.967255740227566
614	0.966235234437513	1.02856242760735
615	1.02736736660245	1.10106840764756
616	1.09998533634289	1.16187311950015
617	1.16117050105673	1.19445240625263
618	1.19391441292257	1.19836384422164
619	1.19796260916219	1.18235367346305
620	1.18207185191537	1.15562418271751
621	1.15538388055421	1.12515247637774
622	1.12488253619565	1.09598324520042
623	1.09565513411633	1.07197055237342
624	1.07158841856827	1.05620141790386
625	1.05579237615727	1.05108186527313
626	1.05066493704926	1.05804843187051
627	1.05764917029471	1.07709728928016
628	1.0767553299122	1.10632592801748
629	1.10605268426441	1.1417128142837
630	1.14147692585809	1.17724884294288
631	1.1770114919014	1.20465533822816
632	1.20440288013267	1.21225676360931
633	1.21200029816588	1.18842273041313
634	1.18818295876738	1.13440738784179
635	1.13419559350536	1.06514638546654
636	1.06495933107893	0.994361831464668
637	0.994183653640925	0.929737145632127
638	0.929552310424664	0.875372286027679
639	0.87518613874487	0.833686577142809
640	0.833525223620498	0.805927083783028
641	0.805805809411859	0.791848812108166
642	0.791767810620377	0.789284079119663
643	0.789227496411598	0.794108045368186
644	0.794063982255226	0.800840123749177
645	0.800804513663978	0.803651676721567
646	0.80362736030411	0.797659831630009
647	0.79765356770081	0.780362882722139
648	0.780376219203493	0.752422895718193
649	0.7524524867935	0.717049421039102
650	0.717087127051323	0.678686901561642
651	0.678728888408516	0.642541957149471
652	0.642585642096777	0.615361606543539
653	0.615409557632952	0.606292606023354
654	0.606344475707036	0.625238484000685
655	0.625290887991132	0.676770470889134
656	0.676817142998463	0.754156200226627
657	0.754190140246847	0.843316674956592
658	0.8433361356985	0.932311806742783
659	0.932314593066634	1.01515253975962
660	1.01513357156219	1.09022176708167
661	1.09019192012951	1.15780074927401
662	1.15778090995876	1.21853080451369
663	1.2185266339914	1.27296228249387
664	1.27297353230662	1.32182510038755
665	1.32184393697075	1.36606984248173
666	1.36607964121492	1.40610913503114
667	1.40607519090281	1.44092516770938
668	1.44082726490885	1.46844739236603
669	1.46830639756195	1.48702171725567
670	1.48686864281336	1.49659087061972
671	1.49645340969466	1.49927016779069
672	1.49917641293222	1.49961378171933
673	1.49958267852452	1.50416045349838
674	1.50418182319763	1.51874661127185
675	1.51880670549108	1.54232373028257
676	1.5424129650314	1.55982818585611
677	1.5599352679208	1.54767912429387
678	1.54779930018984	1.49635435767622
679	1.49649519953412	1.41544004653546
680	1.41559420823658	1.31903754119052
681	1.31919210325515	1.21753214502454
682	1.21767186779865	1.11705140353301
683	1.11716765689723	1.02082950456501
684	1.02092414981645	0.930411568317405
685	0.930490717908752	0.846442285912909
686	0.846511501472984	0.769119114391098
687	0.769181922788133	0.698400341080097
688	0.698462188382124	0.634094617692919
689	0.634162827954644	0.575905938129873
690	0.57598659252335	0.523449713361098
691	0.523544242444608	0.476227718380452
692	0.476333759998596	0.433593334983281
693	0.433706564532806	0.394814060838863
694	0.39493022043561	0.359325066608486
695	0.359442993897253	0.327002462456941
696	0.327121272690357	0.298173477186348
697	0.298292594017384	0.273584121392143
698	0.273702085653406	0.254767716606162
699	0.254881756840115	0.245027016205237
700	0.245134089400303	0.251092372178997
701	0.251190765566323	0.284347622602846
702	0.284436963724471	0.356491719763236
703	0.356572765304186	0.465491230043009
704	0.465565352362633	0.590139307187807
705	0.590204186590484	0.707440587890384
706	0.707502137234942	0.805474751933767
707	0.805537396419852	0.881405800503595
708	0.881466649937972	0.936537728010573
709	0.936596836484177	0.973518845487926
710	0.973570575723863	0.995165159675063
711	0.995207514669751	1.0040432961462
712	1.00408149791022	1.00235164540121
713	1.00239451322187	0.991972009987004
714	0.992011766843422	0.974557198655513
715	0.974589474034755	0.951680413344813
716	0.951703155242382	0.924941414613196
717	0.92495815933765	0.896168829416221
718	0.896182690446868	0.867837227868942
719	0.867847883733028	0.843850064185668
720	0.843860708247657	0.830572020218407
721	0.830583570252011	0.836651441416544
722	0.836664702336079	0.869310477421815
723	0.869320007312431	0.928992092542595
724	0.928999114064556	1.00627907215543
725	1.00628941756921	1.08170206036247
726	1.08172610900302	1.13627487264743
727	1.13630920352201	1.16460656860049
728	1.16464822099291	1.17255277383269
729	1.17259954867015	1.16882776473157
730	1.16887675769348	1.16098622959115
731	1.16103516241635	1.15478382138034
732	1.15483098550749	1.15445790505786
733	1.15450200367451	1.16292094639315
734	1.16296126688223	1.18166426821339
735	1.1817008183338	1.21050507006388
736	1.21053909161202	1.2474847639874
737	1.24751861183306	1.28924920977515
738	1.28928492716313	1.33199017404335
739	1.33202843501069	1.3725015139958
740	1.37254154509317	1.40809705231963
741	1.40813782171854	1.43342344346233
742	1.43346441583728	1.43536894975208
743	1.43541044060348	1.39975703874715
744	1.39979957666063	1.33204320349231
745	1.33208695488421	1.25061435918387
746	1.25065892841456	1.16875213778534
747	1.16879674538686	1.0929112443478
748	1.0929550624171	1.02565588757924
749	1.02569882936966	0.967308706806799
750	0.967350768012437	0.916595387256658
751	0.916636309509528	0.871051336600696
752	0.871090481226664	0.827620628710785
753	0.827657830453008	0.783538630060813
754	0.783574408216521	0.7372167779511
755	0.73725226425145	0.688617304663732
756	0.688653317332198	0.638864619642883
757	0.63890152631606	0.589464424985673
758	0.589501993045166	0.541705919023835
759	0.541743577274022	0.49648643144432
760	0.496523565946848	0.454493922490693
761	0.454530093982303	0.4166103886137
762	0.416645203641973	0.384378657370272
763	0.384411997664824	0.360424434525877
764	0.360455965831241	0.34899421380707
765	0.349023737224902	0.356154905350119
766	0.356182401126963	0.38816497329473
767	0.388190547855709	0.447555105950452
768	0.447579055492104	0.530288871082386
769	0.530311352752867	0.627679271867729
770	0.627700712600819	0.730586063018146
771	0.730607303512431	0.83161583605901
772	0.831636918950048	0.925080964685132
773	0.925101650524423	1.00656605865178
774	1.00658626954154	1.07305929315093
775	1.07307880133546	1.12324631512824
776	1.12326522799189	1.15736794527383
777	1.15738642261836	1.17669800334742
778	1.17671605303289	1.18301726163012
779	1.18303418481977	1.17829427420637
780	1.17830985372586	1.16460538304004
781	1.16461964844399	1.14423948150447
782	1.14425221896928	1.11992574424634
783	1.11993681787467	1.09518638605577
784	1.0951961446242	1.07470923049804
785	1.07471847256556	1.06427531162539
786	1.06428483681714	1.06969607790101
787	1.06970601018701	1.09501267030763
788	1.09502235236834	1.14059469066596
789	1.14060450501168	1.19979934203529
790	1.19981023978671	1.25339089257958
791	1.25340372172353	1.27499713729234
792	1.27501141428178	1.25527496191766
793	1.25529050961739	1.20572910695663
794	1.20574529167064	1.14135165221414
795	1.14136784407711	1.07248727340588
796	1.07250297782068	1.00519422581605
797	1.00520916202037	0.943022085657996
798	0.943036296778325	0.888263965257958
799	0.888277570748942	0.842648459006379
800	0.842661490726807	0.807620919416687
801	0.807633303770911	0.784230577216741
802	0.784242366715218	0.772532688035918
803	0.772544058482433	0.7705483847274
804	0.770559528030078	0.773376679539562
805	0.773387739920912	0.773503666968546
806	0.773514687970331	0.762947678045786
807	0.762958665513972	0.737043857952168
808	0.737054803774706	0.697707357168421
809	0.697718227950654	0.652109430464444
810	0.652120164419529	0.60787899150254
811	0.607889451273199	0.57096664433224
812	0.570976710535763	0.546927834660702
813	0.546937385060877	0.542383277943524
814	0.542392237290476	0.564380206437401
815	0.564388584322118	0.616417886287346
816	0.616425739808858	0.693839097995616
817	0.693846579231049	0.785107512708502
818	0.785114766784696	0.878476210992327
819	0.878483373013517	0.966569292729483
820	0.966576450808185	1.04654200914392
821	1.04654914997886	1.11832262228135
822	1.11832978067041	1.18285922463591
823	1.18286638163064	1.24103333383554
824	1.24104051394424	1.29339371440555
825	1.29340088194035	1.34008676240095
826	1.34009379490516	1.38005191170331
827	1.38005865209079	1.41071189481799
828	1.41071817527564	1.42988476138047
829	1.42989048029624	1.43757085826773
830	1.43757602988389	1.4359036736087
831	1.43590848420284	1.42863908680651
832	1.42864378929172	1.42100026121629
833	1.42100498920795	1.41942088810382
834	1.41942562128128	1.43007380738622
835	1.4300785122239	1.45509590218561
836	1.45510066108628	1.48621681255058
837	1.48622172263482	1.50122527666012
838	1.50123037686261	1.47897237754391
839	1.47897771057403	1.41916238744038
840	1.41916790984068	1.33519245433403
841	1.33519804959223	1.24006264713084
842	1.2400682185211	1.14227469069446
843	1.14228014792878	1.04665446695712
844	1.04665978545323	0.955748042627003
845	0.955753226849376	0.870846309526124
846	0.870851345566567	0.792573447011856
847	0.792578291490548	0.72114451008819
848	0.721149137108006	0.656498287393826
849	0.656502708574403	0.598393241919477
850	0.598397515625773	0.546442466931277
851	0.546446624816536	0.500066678089789
852	0.500070743322026	0.458409502009582
853	0.458413450778078	0.420387933546446
854	0.420391746287154	0.385061714607028
855	0.38506537129734	0.352123594813103
856	0.352127097911984	0.322005153499087
857	0.322008503500849	0.295618689506492
858	0.295621877668821	0.274419759527442
859	0.274422770351682	0.261176142393348
860	0.261178954966536	0.261445264794171
861	0.261447861951216	0.285159694727705
862	0.285162080549362	0.34467920216188
863	0.344681392822662	0.443324402584987
864	0.443326432969027	0.564731778311208
865	0.564733680278406	0.684814914370956
866	0.684816742355217	0.7884368124168
867	0.788438632437173	0.870723275415495
868	0.870725062832632	0.932157351539937
869	0.932159103387184	0.975148982250213
870	0.975150656616367	1.0024990598536
871	1.00250063783654	1.01679375142138
872	1.01679526101964	1.02018953062024
873	1.02019102752687	1.01442823788492
874	1.01442964396632	1.00101396600625
875	1.0010152290602	0.981413499493366
876	0.981414625926775	0.957177118242763
877	0.957178161828699	0.930064841010373
878	0.930065830517585	0.902352952878611
879	0.90235386565691	0.877479446135377
880	0.877480322656132	0.861021641435665
881	0.861022493675013	0.861087164936786
882	0.861088043140047	0.885769341640108
883	0.885770235407785	0.937795853216168
884	0.937796745243903	1.0104994295978
885	1.01050036112744	1.08606529040393
886	1.08606634485721	1.1432317290269
887	1.1432329157079	1.1728337251407
888	1.17283500631719	1.17918023240376
889	1.17918156455906	1.17110772196024
890	1.1711090574475	1.15663957987617
891	1.15664088690729	1.14192061987982
892	1.14192188058643	1.13155765858577
893	1.13155886429234	1.12899910555533
894	1.12900024822631	1.1365961703771
895	1.13659725078831	1.1553677815787
896	1.1553688077982	1.18466434157157
897	1.18466533389532	1.22205744366537
898	1.22205842300146	1.26377030059715
899	1.26377127947496	1.30557035717474
900	1.30557133520265	1.34415251583145
901	1.34317617957453	1.37003896114997
902	1.37030236731731	1.37356328513423
903	1.37470649389181	1.34137670599265
904	1.34304148897312	1.27587258561497
905	1.27918557837215	1.20122201705844
906	1.20082513871796	1.13403423879576
907	1.12171803250956	1.07305329293903
908	1.04886769988281	1.01760911680985
909	0.985417139533798	0.96962656102509
910	0.932364640408738	0.930493944997617
911	0.889100730781904	0.897908201042166
912	0.853544833484224	0.867141143697419
913	0.822408555304045	0.83581239097479
914	0.791854232722984	0.80063619854972
915	0.758530942807986	0.763751761359382
916	0.720620620219952	0.723681369202533
917	0.678260478992471	0.682261811158052
918	0.633018598075091	0.640453131201904
919	0.586908669954239	0.601657031892993
920	0.541708219787996	0.564385163502758
921	0.498888760620263	0.530980118340305
922	0.460039666448076	0.4974903256339
923	0.427537753582348	0.469606198579905
924	0.405200292509348	0.450709440044231
925	0.398821559472022	0.445843623060947
926	0.415680367979481	0.457510332340386
927	0.461104256199426	0.486219995123557
928	0.53347765988909	0.532825566150829
929	0.62396561188482	0.596683953763696
930	0.721957992124026	0.674066927319055
931	0.819581197834988	0.763665778103397
932	0.912317601528721	0.855457352805653
933	0.997656002509528	0.948340519551304
934	1.0736681271504	1.03408950213228
935	1.13833579032315	1.12073196579358
936	1.1898097034359	1.18899745426647
937	1.22706567404501	1.23886344808651
938	1.2502021748105	1.27587698601978
939	1.2602416538231	1.29165178988596
940	1.25879095743372	1.31356665508728
941	1.24786077298732	1.29645928181416
942	1.22993187831501	1.28714246873941
943	1.2082236575056	1.29425768098808
944	1.1870939946021	1.29947997610501
945	1.17228468294237	1.28554820488038
946	1.17026970315175	1.26943983004098
947	1.18630160874617	1.27117811178736
948	1.22193785547395	1.27695619524256
949	1.27195254809857	1.28324186032618
950	1.31974170865022	1.30186836466809
951	1.33989041434729	1.34013013117764
952	1.31819907494574	1.35396430888572
953	1.26210590140664	1.34039719040019
954	1.18701676550353	1.28315762434594
955	1.10500599422274	1.21512755493363
956	1.02324606745843	1.13846924161775
957	0.94560876629658	1.0752196462859
958	0.874160889684241	1.01080803570725
959	0.810078808219326	0.942670512668693
960	0.754140799880461	0.877264118856184
961	0.706931128905642	0.820467093435847
962	0.668763544958646	0.768796742241685
963	0.639234004050563	0.72297510425191
964	0.616432423435307	0.679166803554191
965	0.596451206358441	0.638552182678078
966	0.574346361144284	0.603476459627056
967	0.546637179503388	0.573458020799118
968	0.513379018364411	0.544428050625167
969	0.477725838538401	0.515434097118524
970	0.443730623329016	0.486826435597133
971	0.415199395241496	0.458317466338068
972	0.396511581639132	0.43086674532996
973	0.394226051099212	0.406423458135161
974	0.417690997355722	0.390025346330768
975	0.475345897194796	0.385482339153251
976	0.565692349988953	0.399194261943004
977	0.673971484690593	0.432304679318387
978	0.782354570269902	0.489049477166456
979	0.879602512778899	0.568294445544135
980	0.961746822005505	0.664013399077854
981	1.02910504807693	0.767076236856648
982	1.08375932837635	0.870285411460524
983	1.12798034090103	0.968121537817107
984	1.1632404989273	1.04584532656706
985	1.18980537370451	1.13073373229853
986	1.20707838962746	1.17953762233064
987	1.21451161067383	1.24258864411562
988	1.2123995500571	1.24694244897641
989	1.20205123020708	1.23462832813201
990	1.18562620490024	1.2397329985611
991	1.16617957802343	1.18508846780359
992	1.14810696438087	1.16159272764529
993	1.1376979228153	1.16019246958107
994	1.14267717942791	1.15645529320777
995	1.16924178309665	1.12559836747145
996	1.21683367761923	1.12557842864525
997	1.2717722865662	1.1292259652403
998	1.30790090725343	1.14605380666471
999	1.30733798062911	1.17126033485492
1000	1.27313022164037	1.20811846221663
1001	1.21722844725166	1.268726915783
1002	1.15007145732734	1.26989897951266
1003	1.07866214494494	1.25494278503951
1004	1.00748787270571	1.21583058613059
1005	0.939509786822219	1.15647633804978
1006	0.876769785194	1.09120660873922
1007	0.820739430799765	1.0416117427233
1008	0.772533750269861	0.98474973329102
1009	0.732986298103315	0.929225087827073
1010	0.702466321936512	0.882699442616551
1011	0.68026312356629	0.845257032267947
1012	0.663564976808385	0.814654134231697
1013	0.646941908825755	0.790131296963447
1014	0.624187830252039	0.768240274754172
1015	0.59250784433948	0.750805550085071
1016	0.554687892403253	0.737578433241007
1017	0.516153157435272	0.723616377617683
1018	0.481533836308508	0.705742075083473
1019	0.454621633555487	0.682061199162755
1020	0.43981869381799	0.652681868102301
1021	0.443281309804944	0.620190187204381
1022	0.472523494432079	0.588722772426119
1023	0.532596117339929	0.562117626250748
1024	0.620001393127721	0.546462633225057
1025	0.722121927681643	0.543748556501934
1026	0.824778379922811	0.558629190051798
1027	0.918735768968445	0.594056855344358
1028	1.0003979118545	0.649756712007085
1029	1.06977842796968	0.721384837945644
1030	1.12847169786517	0.801195614491841
1031	1.17815317778552	0.887557056047209
1032	1.21951797954821	0.973050712743581
1033	1.25188144233409	1.04966682668172
1034	1.2738394153561	1.12711334148984
1035	1.28465113518277	1.18863143438333
1036	1.28500819522311	1.24944243501208
1037	1.2767900531906	1.30837574318188
1038	1.26271290170564	1.34723645705894
1039	1.24635907037403	1.38595329520835
1040	1.2325029245585	1.40599752705138
1041	1.22730162033375	1.43900687090562
1042	1.23741553515575	1.4674429481618
1043	1.26706503112985	1.47042237662076
1044	1.31258814811074	1.45068219140061
1045	1.35576177391135	1.44078736238229
1046	1.36976128394809	1.44379284854953
1047	1.34369486023932	1.45406252924753
1048	1.28675909261227	1.45491800644963
1049	1.21248132198349	1.45690974592552
1050	1.1308183772451	1.48361593293616
1051	1.04793824416976	1.48566474260842
1052	0.967560994942028	1.44751310390601
1053	0.891947717188348	1.38201912362164
1054	0.822453176081316	1.30594337316942
1055	0.759862223375874	1.23198027272864
1056	0.704614609908146	1.16403880748616
1057	0.656894577195112	1.0875054975102
1058	0.616523511800719	1.00736608815877
1059	0.582603015959801	0.930839813475624
1060	0.553038861362243	0.864981115029688
1061	0.524585792696545	0.804387255745534
1062	0.49422906286145	0.747443637217695
1063	0.461233575674101	0.692869234934543
1064	0.427559037998615	0.642539393351891
1065	0.39619342344944	0.599257557312777
1066	0.370019784741797	0.55866383196898
1067	0.352448860608494	0.517785307014984
1068	0.348833621659905	0.477910718256036
1069	0.367553301977518	0.442767630721429
1070	0.418228482689108	0.409209816713238
1071	0.503792518001546	0.376364374088363
1072	0.612873486639595	0.346418053358926
1073	0.726275888208174	0.323716747029304
1074	0.829507234425996	0.309960594057467
1075	0.916309231727392	0.305024790977465
1076	0.985887172357235	0.313437462473227
1077	1.03991573640983	0.341163489586885
1078	1.08075925313826	0.397555333781194
1079	1.11048203178808	0.482196163523705
1080	1.13032206510898	0.580800902440539
1081	1.14071297473178	0.67904338173245
1082	1.14188730240905	0.778936874621119
1083	1.13456106097255	0.873306448283908
1084	1.12014151355845	0.956819717456066
1085	1.10062674552573	1.02543376102782
1086	1.07867302857457	1.1176964431966
1087	1.0580112228452	1.16001530512635
1088	1.04409325773728	1.21371948089544
1089	1.04421965770854	1.17176135913182
1090	1.06558022633583	1.15458713449656
1091	1.11082187984446	1.14549278649182
1092	1.17249111440073	1.06729034378535
1093	1.2290988447984	1.02096469240613
1094	1.25674006733106	1.00830661213244
1095	1.24931301858713	0.991439807963881
1096	1.21564060447769	0.949643889557175
1097	1.16675337824035	1.00385867175968
1098	1.11089678366851	1.07262751013131
1099	1.0535774938493	1.11282304323439
1100	0.998577098510277	1.13262038797897
1101	0.94870291412178	1.16598897302564
1102	0.906187725635095	1.21756303931924
1103	0.872868495524857	1.20739710906086
1104	0.85016182952474	1.19985875514844
1105	0.838711306600762	1.17149347279114
1106	0.837577131210615	1.11578532141042
1107	0.84307544235926	1.06148850659432
1108	0.847963631187049	1.02605729811925
1109	0.84246952309002	0.982060655820798
1110	0.81891467720319	0.944764850429048
1111	0.778090052209094	0.91913575121661
1112	0.728640280999867	0.906750868102146
1113	0.679426389402997	0.911557324123388
1114	0.636315635864819	0.934563123315721
1115	0.60366459188884	0.95739564357613
1116	0.585918501876748	0.97370410021089
1117	0.58799087450063	0.97838934693622
1118	0.613978158736109	0.963591843854639
1119	0.664411742893311	0.933400858459473
1120	0.734414499839413	0.898858221744869
1121	0.815427248879547	0.859165448307332
1122	0.899085255967349	0.81502920040729
1123	0.97967805159426	0.772577350851672
1124	1.05424262510588	0.737942589028118
1125	1.12152867087889	0.714790475554802
1126	1.18118459028536	0.70353512763044
1127	1.23399064077699	0.710539833812201
1128	1.28250453321364	0.736367747709475
1129	1.32930324707514	0.777203206080723
1130	1.37294291079821	0.829104085930377
1131	1.40868482678773	0.888143875806046
1132	1.43333599864344	0.945571421839114
1133	1.44694639237878	0.995587149244822
1134	1.45196528203362	1.03502529308507
1135	1.45238046182799	1.06926299861633
1136	1.45323803761142	1.09911159826269
1137	1.4599619382164	1.12445567769445
1138	1.47665946965473	1.14594540187503
1139	1.50268644249265	1.16422993470818
1140	1.52778364140328	1.18989785907324
1141	1.5320300699887	1.23211660265296
1142	1.50019507367745	1.28150840319044
1143	1.43465279640606	1.32060453399394
1144	1.34799534007164	1.34207306137277
1145	1.25200833133165	1.3549956668824
1146	1.15426953256549	1.37180390269058
1147	1.0588208985606	1.40515895495472
1148	0.967685716879555	1.45048701070713
1149	0.88208057994838	1.48809171943325
1150	0.802796503317532	1.50561916030669
1151	0.730181768663368	1.50691873619648
1152	0.664217114032777	1.49298149737028
1153	0.604637042739229	1.45350927471922
1154	0.550997764049876	1.38964600413764
1155	0.502687004969972	1.31790761030224
1156	0.458936542086213	1.25225718784308
1157	0.418938315379585	1.19467364115239
1158	0.382095007742668	1.13692048913621
1159	0.348245514138157	1.0749448489194
1160	0.317674732979801	1.01079625483434
1161	0.29103262056375	0.945519471085655
1162	0.269532675509699	0.881768590620178
1163	0.255660407774501	0.821592943078068
1164	0.254490608064485	0.765691770050163
1165	0.275228134219994	0.71395519897491
1166	0.330070937864884	0.665976020830877
1167	0.424389410522391	0.619728801219063
1168	0.544522584535671	0.573028180270322
1169	0.666279236718325	0.528489719939709
1170	0.772868287483417	0.487629530037604
1171	0.85823729205996	0.451212812905434
1172	0.922348879787016	0.418228882999566
1173	0.967420742254814	0.387157665094529
1174	0.996188773149844	0.362888858716966
1175	1.01124461526351	0.347870294792794
1176	1.01483293488926	0.342605865733996
1177	1.00886547381322	0.345023733791019
1178	0.995037450160311	0.359095444605297
1179	0.974951349297835	0.389446711438419
1180	0.950213973042921	0.442947182633171
1181	0.92257557417486	0.51712354416774
1182	0.89423302338899	0.603193775715946
1183	0.868432282443145	0.70092403270227
1184	0.850395873232858	0.793491136929143
1185	0.847872437226583	0.896160619996105
1186	0.869157418183445	0.969820670089727
1187	0.917983472076579	1.04908505213136
1188	0.989240876011441	1.14781407767468
1189	1.06676222817473	1.1940904849121
1190	1.12889622694885	1.2138299630556
1191	1.16410286511383	1.18939316639789
1192	1.17514839636802	1.19414864732566
1193	1.1706740238769	1.15850260806909
1194	1.15903740156002	1.118831558405
1195	1.1467603679538	1.1001425360976
1196	1.13871414629066	1.10138043647047
1197	1.13846597247616	1.0755516242621
1198	1.14834869304351	1.0344362653298
1199	1.16925025451321	1.07049770150551
1200	1.20032761253539	1.13706885408082
1201	1.23899180708833	1.13868790393694
1202	1.28146167083971	1.15733378951249
1203	1.32377083276539	1.19110005882434
1204	1.36233547257623	1.23417992099079
1205	1.39228437487107	1.23070653273548
1206	1.40293561618955	1.21530395715221
1207	1.37919671077723	1.180207221433
1208	1.32005050761455	1.11160238913639
1209	1.24229903465335	1.05482486473538
1210	1.16142514008469	1.01542149458309
1211	1.08564781779725	0.97011669072189
1212	1.01863614394272	0.928255146441908
1213	0.961566555169438	0.894517912704524
1214	0.913867715391167	0.869714487560297
1215	0.873480122162191	0.856405338739061
1216	0.837211464050707	0.850495956818614
1217	0.801459694997504	0.847198276397231
1218	0.763251539055492	0.846246354650513
1219	0.721179077996354	0.840759317005033
1220	0.675635282747955	0.820179982638175
1221	0.628186639999531	0.792441236489177
1222	0.580650051169418	0.764270000644084
1223	0.534524264644512	0.733881751465598
1224	0.490956607447407	0.699242870427762
1225	0.451109725041435	0.666220131883203
1226	0.416730297731675	0.640890525893648
1227	0.390710737704726	0.628247872086414
1228	0.377642491197652	0.630459723930964
1229	0.383989137186663	0.651637520979913
1230	0.416212502346545	0.690086640857582
1231	0.476312822400151	0.743286234139797
1232	0.558996161467282	0.809931258724797
1233	0.654613956113768	0.885386826968821
1234	0.754187209287788	0.95995949016041
1235	0.851535275537882	1.02892183992825
1236	0.942652737362476	1.09371827462864
1237	1.02443584209595	1.15318023742865
1238	1.09409972346306	1.21288449796411
1239	1.149514846151	1.26995462627614
1240	1.189753664317	1.3185279898792
1241	1.21515457897723	1.35780138719887
1242	1.22695289512282	1.39635435571658
1243	1.226872052793	1.44499670598479
1244	1.21691310147294	1.48663381683313
1245	1.1993837987979	1.50730491733752
1246	1.17711298256775	1.50794256507565
1247	1.15380534553726	1.50793781906672
1248	1.1344137330809	1.5143686146237
1249	1.12500519771268	1.52431930462471
1250	1.13149348326815	1.53432068760416
1251	1.15757469431818	1.55116154621354
1252	1.20256726818886	1.56766963854038
1253	1.25779726187415	1.56515250757665
1254	1.30224638682798	1.52964156712873
1255	1.31126045104003	1.46712633049928
1256	1.27896778425017	1.39409615372692
1257	1.21823638607424	1.32001334815144
1258	1.14402626609645	1.24623242728721
1259	1.06632796847081	1.16677631525207
1260	0.990774696517306	1.08376861044261
